site,date,direction,time,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
089-0644,"February 18, 2024",Eastbound,03:00:00,26,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 18, 2024",Eastbound,04:00:00,23,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 18, 2024",Eastbound,05:00:00,27,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 18, 2024",Eastbound,06:00:00,35,0,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9
089-0644,"February 18, 2024",Eastbound,07:00:00,65,0,54,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5
089-0644,"February 18, 2024",Eastbound,08:00:00,108,0,86,20,0,2,0,0,0,0,0,0,0,0,0,0,0,1.9
089-0644,"February 18, 2024",Eastbound,09:00:00,174,0,156,16,0,1,0,0,1,0,0,0,0,0,0,0,0,1.1
089-0644,"February 18, 2024",Eastbound,10:00:00,249,0,222,24,0,3,0,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"February 18, 2024",Eastbound,11:00:00,328,0,282,42,1,2,0,0,1,0,0,0,0,0,0,0,0,0.9
089-0644,"February 18, 2024",Eastbound,12:00:00,401,0,343,47,0,9,0,0,1,1,0,0,0,0,0,0,0,2.7
089-0644,"February 18, 2024",Eastbound,13:00:00,518,1,462,49,0,6,0,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"February 18, 2024",Eastbound,14:00:00,565,0,492,70,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5
089-0644,"February 18, 2024",Eastbound,15:00:00,715,0,618,90,0,4,0,0,3,0,0,0,0,0,0,0,0,1.0
089-0644,"February 18, 2024",Eastbound,16:00:00,607,1,505,94,1,4,1,0,1,0,0,0,0,0,0,0,0,1.0
089-0644,"February 18, 2024",Eastbound,17:00:00,571,1,503,64,1,2,0,0,0,0,0,0,0,0,0,0,0,0.4
089-0644,"February 18, 2024",Eastbound,18:00:00,502,0,441,58,0,2,1,0,0,0,0,0,0,0,0,0,0,0.6
089-0644,"February 18, 2024",Eastbound,19:00:00,406,1,352,49,0,3,0,0,1,0,0,0,0,0,0,0,0,1.0
089-0644,"February 18, 2024",Eastbound,20:00:00,296,0,261,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"February 18, 2024",Eastbound,21:00:00,210,1,185,21,0,3,0,0,0,0,0,0,0,0,0,0,0,1.4
089-0644,"February 18, 2024",Eastbound,22:00:00,238,1,191,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8
089-0644,"February 18, 2024",Eastbound,23:00:00,88,0,78,8,0,2,0,0,0,0,0,0,0,0,0,0,0,2.3
089-0644,"February 18, 2024",Westbound,00:00:00,86,0,71,13,0,2,0,0,0,0,0,0,0,0,0,0,0,2.3
089-0644,"February 18, 2024",Westbound,01:00:00,43,0,38,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3
089-0644,"February 18, 2024",Westbound,02:00:00,25,0,22,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
089-0644,"February 18, 2024",Westbound,03:00:00,32,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 18, 2024",Westbound,04:00:00,35,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 18, 2024",Westbound,05:00:00,71,0,63,3,0,4,0,0,0,1,0,0,0,0,0,0,0,7.0
089-0644,"February 18, 2024",Westbound,06:00:00,101,1,84,13,0,1,0,0,0,2,0,0,0,0,0,0,0,3.0
089-0644,"February 18, 2024",Westbound,07:00:00,144,0,114,27,0,3,0,0,0,0,0,0,0,0,0,0,0,2.1
089-0644,"February 18, 2024",Westbound,08:00:00,181,0,152,26,0,3,0,0,0,0,0,0,0,0,0,0,0,1.7
089-0644,"February 18, 2024",Westbound,09:00:00,254,0,227,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.8
089-0644,"February 18, 2024",Westbound,10:00:00,374,0,335,35,0,3,0,0,1,0,0,0,0,0,0,0,0,1.1
089-0644,"February 18, 2024",Westbound,11:00:00,450,0,393,48,0,7,0,0,2,0,0,0,0,0,0,0,0,2.0
089-0644,"February 18, 2024",Westbound,12:00:00,459,0,404,49,0,5,0,0,1,0,0,0,0,0,0,0,0,1.3
089-0644,"February 18, 2024",Westbound,13:00:00,634,0,557,72,0,5,0,0,0,0,0,0,0,0,0,0,0,0.8
089-0644,"February 18, 2024",Westbound,14:00:00,666,0,559,97,0,9,0,0,1,0,0,0,0,0,0,0,0,1.5
089-0644,"February 18, 2024",Westbound,15:00:00,638,3,530,101,0,3,0,0,0,1,0,0,0,0,0,0,0,0.6
089-0644,"February 18, 2024",Westbound,16:00:00,562,1,486,69,0,5,1,0,0,0,0,0,0,0,0,0,0,1.1
089-0644,"February 18, 2024",Westbound,17:00:00,503,0,440,59,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8
089-0644,"February 18, 2024",Westbound,18:00:00,481,0,406,70,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0
089-0644,"February 18, 2024",Westbound,19:00:00,412,0,352,56,1,2,0,0,1,0,0,0,0,0,0,0,0,0.7
089-0644,"February 18, 2024",Westbound,20:00:00,317,0,265,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6
089-0644,"February 18, 2024",Westbound,21:00:00,216,0,181,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0.9
089-0644,"February 18, 2024",Westbound,22:00:00,152,1,134,15,0,2,0,0,0,0,0,0,0,0,0,0,0,1.3
089-0644,"February 18, 2024",Westbound,23:00:00,72,1,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 24, 2024",Eastbound,00:00:00,34,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 24, 2024",Eastbound,01:00:00,21,0,14,4,0,3,0,0,0,0,0,0,0,0,0,0,0,14.3
089-0644,"July 24, 2024",Eastbound,02:00:00,12,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16.7
089-0644,"July 24, 2024",Eastbound,03:00:00,19,0,11,6,0,1,0,0,0,1,0,0,0,0,0,0,0,10.5
089-0644,"July 24, 2024",Eastbound,04:00:00,16,0,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3
089-0644,"July 24, 2024",Eastbound,05:00:00,68,0,46,13,0,5,0,0,0,4,0,0,0,0,0,0,0,13.2
089-0644,"July 24, 2024",Eastbound,06:00:00,138,0,109,24,0,3,1,0,1,0,0,0,0,0,0,0,0,3.6
089-0644,"July 24, 2024",Eastbound,07:00:00,274,0,213,51,1,7,0,0,1,1,0,0,0,0,0,0,0,3.3
089-0644,"July 24, 2024",Eastbound,08:00:00,381,1,303,65,1,6,2,0,3,0,0,0,0,0,0,0,0,2.9
089-0644,"July 24, 2024",Eastbound,09:00:00,379,0,291,71,0,12,1,1,1,1,0,0,0,0,0,1,0,4.2
089-0644,"July 24, 2024",Eastbound,10:00:00,440,1,339,79,0,9,3,0,8,1,0,0,0,0,0,0,0,4.8
089-0644,"July 24, 2024",Eastbound,11:00:00,492,1,371,96,0,16,4,0,3,1,0,0,0,0,0,0,0,4.9
089-0644,"July 24, 2024",Eastbound,12:00:00,638,1,518,90,2,19,2,0,2,3,0,0,0,0,0,1,0,4.1
089-0644,"July 24, 2024",Eastbound,13:00:00,655,0,540,95,0,16,1,0,2,1,0,0,0,0,0,0,0,3.1
089-0644,"July 24, 2024",Eastbound,14:00:00,726,1,596,108,1,10,2,0,4,4,0,0,0,0,0,0,0,2.8
089-0644,"July 24, 2024",Eastbound,15:00:00,763,0,614,129,0,10,2,1,6,1,0,0,0,0,0,0,0,2.6
089-0644,"July 24, 2024",Eastbound,16:00:00,878,1,749,110,0,11,0,0,7,0,0,0,0,0,0,0,0,2.1
089-0644,"July 24, 2024",Eastbound,17:00:00,914,2,742,148,1,13,1,0,7,0,0,0,0,0,0,0,0,2.3
089-0644,"July 24, 2024",Eastbound,18:00:00,902,0,744,144,1,8,0,0,5,0,0,0,0,0,0,0,0,1.4
089-0644,"July 24, 2024",Eastbound,19:00:00,671,1,587,72,1,6,0,0,3,1,0,0,0,0,0,0,0,1.5
089-0644,"July 24, 2024",Eastbound,20:00:00,474,0,400,65,1,5,0,0,3,0,0,0,0,0,0,0,0,1.7
089-0644,"July 24, 2024",Eastbound,21:00:00,310,0,273,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6
089-0644,"July 24, 2024",Eastbound,22:00:00,233,0,198,32,0,3,0,0,0,0,0,0,0,0,0,0,0,1.3
089-0644,"July 24, 2024",Eastbound,23:00:00,107,0,85,17,0,4,0,0,1,0,0,0,0,0,0,0,0,4.7
089-0644,"February 20, 2024",Westbound,00:00:00,30,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 20, 2024",Westbound,01:00:00,14,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 20, 2024",Westbound,02:00:00,12,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16.7
089-0644,"February 20, 2024",Westbound,03:00:00,22,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 20, 2024",Westbound,04:00:00,80,0,65,13,0,1,0,0,1,0,0,0,0,0,0,0,0,2.5
089-0644,"February 20, 2024",Westbound,05:00:00,261,0,187,57,2,7,3,0,1,2,0,0,0,0,0,2,0,5.0
089-0644,"February 20, 2024",Westbound,06:00:00,522,0,392,97,0,23,3,0,3,2,0,0,0,0,0,2,0,5.9
089-0644,"February 20, 2024",Westbound,07:00:00,896,0,713,139,1,15,8,0,17,1,0,0,0,0,0,2,0,4.6
089-0644,"February 20, 2024",Westbound,08:00:00,1106,0,860,196,0,24,3,0,19,4,0,0,0,0,0,0,0,4.5
089-0644,"February 20, 2024",Westbound,09:00:00,866,0,700,129,0,19,3,0,9,6,0,0,0,0,0,0,0,4.3
089-0644,"February 20, 2024",Westbound,10:00:00,608,0,473,99,1,20,2,0,8,5,0,0,0,0,0,0,0,5.8
089-0644,"February 20, 2024",Westbound,11:00:00,614,0,479,101,0,16,3,0,8,7,0,0,0,0,0,0,0,5.5
089-0644,"February 20, 2024",Westbound,12:00:00,639,0,519,87,4,20,5,0,4,0,0,0,0,0,0,0,0,4.5
089-0644,"February 20, 2024",Westbound,13:00:00,605,0,497,93,0,7,3,0,3,2,0,0,0,0,0,0,0,2.5
089-0644,"February 20, 2024",Westbound,14:00:00,573,0,466,82,1,18,1,0,4,1,0,0,0,0,0,0,0,4.2
089-0644,"February 20, 2024",Westbound,15:00:00,625,0,532,75,0,13,1,0,3,1,0,0,0,0,0,0,0,2.9
089-0644,"February 20, 2024",Westbound,16:00:00,682,0,578,93,0,8,1,0,2,0,0,0,0,0,0,0,0,1.6
089-0644,"February 20, 2024",Westbound,17:00:00,733,0,625,100,1,5,1,0,1,0,0,0,0,0,0,0,0,1.0
089-0644,"February 20, 2024",Westbound,18:00:00,661,0,570,83,1,4,0,0,1,2,0,0,0,0,0,0,0,1.1
089-0644,"February 20, 2024",Westbound,19:00:00,438,0,369,62,0,4,0,0,2,1,0,0,0,0,0,0,0,1.6
089-0644,"February 20, 2024",Westbound,20:00:00,414,0,347,61,1,4,0,0,1,0,0,0,0,0,0,0,0,1.2
089-0644,"February 20, 2024",Westbound,21:00:00,216,0,191,21,1,2,0,0,0,1,0,0,0,0,0,0,0,1.4
089-0644,"February 20, 2024",Westbound,22:00:00,160,0,134,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6
089-0644,"February 20, 2024",Westbound,23:00:00,64,0,58,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6
089-0644,"July 22, 2024",Eastbound,00:00:00,46,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 22, 2024",Eastbound,01:00:00,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 22, 2024",Eastbound,02:00:00,17,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9
089-0644,"July 22, 2024",Eastbound,03:00:00,13,0,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7
089-0644,"July 22, 2024",Eastbound,04:00:00,16,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 22, 2024",Eastbound,05:00:00,76,0,56,16,0,3,0,0,0,1,0,0,0,0,0,0,0,5.3
089-0644,"July 22, 2024",Eastbound,06:00:00,150,0,112,25,1,8,1,0,1,1,0,0,0,0,0,1,0,7.3
089-0644,"July 22, 2024",Eastbound,07:00:00,285,0,212,62,1,3,1,0,2,3,0,0,0,0,0,1,0,3.2
089-0644,"July 22, 2024",Eastbound,08:00:00,347,3,275,56,0,9,2,0,2,0,0,0,0,0,0,0,0,3.7
089-0644,"July 22, 2024",Eastbound,09:00:00,330,0,260,57,0,7,3,0,3,0,0,0,0,0,0,0,0,3.9
089-0644,"July 22, 2024",Eastbound,10:00:00,369,0,286,67,0,7,4,1,2,2,0,0,0,0,0,0,0,4.3
089-0644,"July 22, 2024",Eastbound,11:00:00,487,2,375,80,2,14,6,0,6,2,0,0,0,0,0,0,0,5.7
089-0644,"July 22, 2024",Eastbound,12:00:00,576,2,467,83,2,12,3,0,3,3,0,0,0,0,0,1,0,3.6
089-0644,"July 22, 2024",Eastbound,13:00:00,667,3,535,112,1,13,1,0,2,0,0,0,0,0,0,0,0,2.4
089-0644,"July 22, 2024",Eastbound,14:00:00,653,3,524,94,0,21,2,0,8,1,0,0,0,0,0,0,0,4.9
089-0644,"July 22, 2024",Eastbound,15:00:00,799,0,649,118,0,21,0,0,8,3,0,0,0,0,0,0,0,4.0
089-0644,"July 22, 2024",Eastbound,16:00:00,809,0,690,98,0,17,1,0,3,0,0,0,0,0,0,0,0,2.6
089-0644,"July 22, 2024",Eastbound,17:00:00,876,0,731,128,0,9,3,0,5,0,0,0,0,0,0,0,0,1.9
089-0644,"July 22, 2024",Eastbound,18:00:00,699,0,588,96,1,11,1,0,2,0,0,0,0,0,0,0,0,2.0
089-0644,"July 22, 2024",Eastbound,19:00:00,591,0,492,86,0,7,0,0,3,3,0,0,0,0,0,0,0,2.2
089-0644,"July 22, 2024",Eastbound,20:00:00,461,1,400,57,0,1,0,0,2,0,0,0,0,0,0,0,0,0.7
089-0644,"July 22, 2024",Eastbound,21:00:00,383,1,333,43,0,6,0,0,0,0,0,0,0,0,0,0,0,1.6
089-0644,"July 22, 2024",Eastbound,22:00:00,257,0,231,23,1,1,0,0,0,1,0,0,0,0,0,0,0,0.8
089-0644,"July 22, 2024",Eastbound,23:00:00,114,0,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 22, 2024",Westbound,00:00:00,33,0,26,5,0,1,0,0,1,0,0,0,0,0,0,0,0,6.1
089-0644,"July 22, 2024",Westbound,01:00:00,23,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 22, 2024",Westbound,02:00:00,28,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
089-0644,"July 22, 2024",Westbound,03:00:00,37,0,25,8,0,1,1,0,1,1,0,0,0,0,0,0,0,10.8
089-0644,"July 22, 2024",Westbound,04:00:00,80,0,70,7,0,1,1,0,1,0,0,0,0,0,0,0,0,3.8
089-0644,"July 22, 2024",Westbound,05:00:00,208,0,155,45,0,5,0,0,0,3,0,0,0,0,0,0,0,3.8
089-0644,"July 22, 2024",Westbound,06:00:00,476,0,375,79,0,13,3,0,5,1,0,0,0,0,0,0,0,4.6
089-0644,"July 22, 2024",Westbound,07:00:00,759,0,553,168,0,19,1,0,15,3,0,0,0,0,0,0,0,5.0
089-0644,"July 22, 2024",Westbound,08:00:00,833,2,628,149,1,28,3,1,17,4,0,0,0,0,0,0,0,6.4
089-0644,"July 22, 2024",Westbound,09:00:00,673,3,508,115,1,31,3,0,5,5,0,0,0,0,0,2,0,6.5
089-0644,"July 22, 2024",Westbound,10:00:00,550,0,434,98,0,9,4,0,4,0,0,0,0,0,0,1,0,3.1
089-0644,"July 22, 2024",Westbound,11:00:00,531,1,429,80,0,11,4,0,4,2,0,0,0,0,0,0,0,4.0
089-0644,"July 22, 2024",Westbound,12:00:00,612,2,502,88,0,9,3,0,4,4,0,0,0,0,0,0,0,3.3
089-0644,"July 22, 2024",Westbound,13:00:00,608,2,500,87,0,9,1,0,6,1,0,0,0,0,0,2,0,2.8
089-0644,"July 22, 2024",Westbound,14:00:00,582,3,476,74,0,20,0,0,7,2,0,0,0,0,0,0,0,5.0
089-0644,"July 22, 2024",Westbound,15:00:00,532,2,447,65,1,8,2,0,5,2,0,0,0,0,0,0,0,3.2
089-0644,"July 22, 2024",Westbound,16:00:00,620,0,507,98,0,10,0,0,4,0,0,0,0,0,0,1,0,2.3
089-0644,"July 22, 2024",Westbound,17:00:00,648,3,551,86,1,4,0,0,2,1,0,0,0,0,0,0,0,1.1
089-0644,"July 22, 2024",Westbound,18:00:00,588,0,503,76,0,6,0,0,0,1,0,0,0,0,0,2,0,1.2
089-0644,"July 22, 2024",Westbound,19:00:00,475,2,402,67,0,2,0,0,1,1,0,0,0,0,0,0,0,0.8
089-0644,"July 22, 2024",Westbound,20:00:00,401,0,346,50,1,2,0,0,1,1,0,0,0,0,0,0,0,1.0
089-0644,"July 22, 2024",Westbound,21:00:00,270,0,232,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0.7
089-0644,"July 22, 2024",Westbound,22:00:00,175,1,152,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6
089-0644,"July 22, 2024",Westbound,23:00:00,76,0,65,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3
089-0644,"February 20, 2024",Eastbound,00:00:00,31,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.2
089-0644,"February 20, 2024",Eastbound,01:00:00,15,0,9,4,0,2,0,0,0,0,0,0,0,0,0,0,0,13.3
089-0644,"February 20, 2024",Eastbound,02:00:00,20,1,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0
089-0644,"February 20, 2024",Eastbound,03:00:00,11,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 20, 2024",Eastbound,04:00:00,18,0,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5.6
089-0644,"February 20, 2024",Eastbound,05:00:00,71,0,48,16,0,2,0,0,3,2,0,0,0,0,0,0,0,9.9
089-0644,"February 20, 2024",Eastbound,06:00:00,166,0,120,36,1,3,3,0,0,2,0,0,0,0,0,1,0,4.8
089-0644,"February 20, 2024",Eastbound,07:00:00,339,0,274,45,0,11,5,0,3,0,0,0,0,0,0,1,0,5.6
089-0644,"February 20, 2024",Eastbound,08:00:00,351,0,277,59,1,4,6,0,3,0,0,0,0,0,0,1,0,3.7
089-0644,"February 20, 2024",Eastbound,09:00:00,306,0,241,50,0,8,2,0,3,2,0,0,0,0,0,0,0,4.9
089-0644,"February 20, 2024",Eastbound,10:00:00,379,0,288,71,0,10,4,0,2,4,0,0,0,0,0,0,0,5.3
089-0644,"February 20, 2024",Eastbound,11:00:00,438,0,336,75,1,14,7,0,2,3,0,0,0,0,0,0,0,5.9
089-0644,"February 20, 2024",Eastbound,12:00:00,660,0,516,115,1,19,0,0,5,4,0,0,0,0,0,0,0,4.2
089-0644,"February 20, 2024",Eastbound,13:00:00,623,2,508,85,1,19,4,0,2,2,0,0,0,0,0,0,0,4.3
089-0644,"February 20, 2024",Eastbound,14:00:00,692,0,564,100,0,14,6,0,7,1,0,0,0,0,0,0,0,4.0
089-0644,"February 20, 2024",Eastbound,15:00:00,877,2,693,152,1,17,0,0,9,3,0,0,0,0,0,0,0,3.3
089-0644,"February 20, 2024",Eastbound,16:00:00,958,0,817,125,0,11,3,0,1,1,0,0,0,0,0,0,0,1.7
089-0644,"February 20, 2024",Eastbound,17:00:00,1006,1,858,128,0,12,1,0,5,1,0,0,0,0,0,0,0,1.9
089-0644,"February 20, 2024",Eastbound,18:00:00,833,0,699,117,0,15,0,0,1,1,0,0,0,0,0,0,0,2.0
089-0644,"February 20, 2024",Eastbound,19:00:00,620,0,544,61,0,12,1,0,1,0,0,0,0,0,0,1,0,2.3
089-0644,"February 20, 2024",Eastbound,20:00:00,430,1,378,46,0,5,0,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"February 20, 2024",Eastbound,21:00:00,327,0,294,29,0,3,1,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"February 20, 2024",Eastbound,22:00:00,298,0,250,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"February 20, 2024",Eastbound,23:00:00,103,0,90,10,0,2,0,0,0,1,0,0,0,0,0,0,0,2.9
089-0644,"July 26, 2024",Eastbound,00:00:00,42,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 26, 2024",Eastbound,01:00:00,36,0,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8
089-0644,"July 26, 2024",Eastbound,02:00:00,20,0,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
089-0644,"July 26, 2024",Eastbound,03:00:00,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 26, 2024",Eastbound,04:00:00,29,0,20,8,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4
089-0644,"July 26, 2024",Eastbound,05:00:00,65,0,40,20,0,2,0,0,1,2,0,0,0,0,0,0,0,7.7
089-0644,"July 26, 2024",Eastbound,06:00:00,150,0,115,28,0,6,1,0,0,0,0,0,0,0,0,0,0,4.7
089-0644,"July 26, 2024",Eastbound,07:00:00,265,0,210,45,1,6,1,0,1,1,0,0,0,0,0,0,0,3.4
089-0644,"July 26, 2024",Eastbound,08:00:00,344,1,275,50,0,13,2,0,1,2,0,0,0,0,0,0,0,5.2
089-0644,"July 26, 2024",Eastbound,09:00:00,344,0,269,53,0,11,4,0,5,2,0,0,0,0,0,0,0,6.4
089-0644,"July 26, 2024",Eastbound,10:00:00,360,0,294,53,0,7,0,0,5,1,0,0,0,0,0,0,0,3.6
089-0644,"July 26, 2024",Eastbound,11:00:00,527,3,408,85,1,21,2,0,6,1,0,0,0,0,0,0,0,5.7
089-0644,"July 26, 2024",Eastbound,12:00:00,680,2,552,102,1,14,2,0,5,2,0,0,0,0,0,0,0,3.4
089-0644,"July 26, 2024",Eastbound,13:00:00,741,3,625,96,0,11,1,1,1,2,0,0,0,0,0,1,0,2.2
089-0644,"July 26, 2024",Eastbound,14:00:00,726,1,591,103,0,17,0,0,9,4,0,0,0,0,0,1,0,4.1
089-0644,"July 26, 2024",Eastbound,15:00:00,817,0,674,117,0,12,1,0,13,0,0,0,0,0,0,0,0,3.2
089-0644,"July 26, 2024",Eastbound,16:00:00,823,1,678,119,0,18,0,0,5,1,0,0,0,0,0,1,0,2.9
089-0644,"July 26, 2024",Eastbound,17:00:00,871,0,746,113,0,8,1,0,2,1,0,0,0,0,0,0,0,1.4
089-0644,"July 26, 2024",Eastbound,18:00:00,677,0,559,104,0,8,0,0,5,1,0,0,0,0,0,0,0,2.1
089-0644,"July 26, 2024",Eastbound,19:00:00,558,3,488,60,1,4,0,0,2,0,0,0,0,0,0,0,0,1.1
089-0644,"July 26, 2024",Eastbound,20:00:00,478,0,410,56,0,7,1,0,3,1,0,0,0,0,0,0,0,2.5
089-0644,"July 26, 2024",Eastbound,21:00:00,391,0,342,40,0,7,0,0,1,1,0,0,0,0,0,0,0,2.3
089-0644,"July 26, 2024",Eastbound,22:00:00,287,1,254,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"July 26, 2024",Eastbound,23:00:00,181,1,159,19,0,0,0,0,0,2,0,0,0,0,0,0,0,1.1
089-0644,"February 24, 2024",Westbound,00:00:00,70,0,61,7,0,2,0,0,0,0,0,0,0,0,0,0,0,2.9
089-0644,"February 24, 2024",Westbound,01:00:00,38,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 24, 2024",Westbound,02:00:00,21,0,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8
089-0644,"February 24, 2024",Westbound,03:00:00,29,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 24, 2024",Westbound,04:00:00,45,0,37,6,0,1,1,0,0,0,0,0,0,0,0,0,0,4.4
089-0644,"February 24, 2024",Westbound,05:00:00,86,0,68,13,0,4,1,0,0,0,0,0,0,0,0,0,0,5.8
089-0644,"February 24, 2024",Westbound,06:00:00,170,1,131,24,1,7,4,0,2,0,0,0,0,0,0,0,0,7.6
089-0644,"February 24, 2024",Westbound,07:00:00,279,0,213,55,0,6,4,0,1,0,0,0,0,0,0,0,0,3.9
089-0644,"February 24, 2024",Westbound,08:00:00,437,0,350,66,0,10,3,0,6,0,1,0,0,0,0,1,0,4.6
089-0644,"February 24, 2024",Westbound,09:00:00,549,0,475,63,1,2,5,0,1,1,0,0,0,0,0,1,0,1.6
089-0644,"February 24, 2024",Westbound,10:00:00,604,1,502,86,1,6,2,0,5,0,0,0,0,0,0,1,0,2.2
089-0644,"February 24, 2024",Westbound,11:00:00,625,1,538,79,0,4,0,0,2,1,0,0,0,0,0,0,0,1.1
089-0644,"February 24, 2024",Westbound,12:00:00,638,1,556,71,0,7,0,0,2,0,1,0,0,0,0,0,0,1.6
089-0644,"February 24, 2024",Westbound,13:00:00,648,0,568,72,0,6,0,0,2,0,0,0,0,0,0,0,0,1.2
089-0644,"February 24, 2024",Westbound,14:00:00,651,1,566,74,0,8,0,0,2,0,0,0,0,0,0,0,0,1.5
089-0644,"February 24, 2024",Westbound,15:00:00,625,1,548,67,0,5,0,0,4,0,0,0,0,0,0,0,0,1.4
089-0644,"February 24, 2024",Westbound,16:00:00,552,1,474,72,0,4,0,0,1,0,0,0,0,0,0,0,0,0.9
089-0644,"February 24, 2024",Westbound,17:00:00,569,0,475,87,0,5,0,0,2,0,0,0,0,0,0,0,0,1.2
089-0644,"February 24, 2024",Westbound,18:00:00,591,0,522,65,0,3,1,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"February 24, 2024",Westbound,19:00:00,462,0,397,63,0,1,0,0,1,0,0,0,0,0,0,0,0,0.4
089-0644,"February 24, 2024",Westbound,20:00:00,372,0,320,44,1,4,1,0,1,1,0,0,0,0,0,0,0,1.9
089-0644,"February 24, 2024",Westbound,21:00:00,284,0,241,37,0,5,0,0,1,0,0,0,0,0,0,0,0,2.1
089-0644,"February 24, 2024",Westbound,22:00:00,207,0,185,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
089-0644,"February 24, 2024",Westbound,23:00:00,127,0,104,21,0,2,0,0,0,0,0,0,0,0,0,0,0,1.6
089-0644,"February 24, 2024",Eastbound,00:00:00,98,0,91,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 24, 2024",Eastbound,01:00:00,46,0,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 24, 2024",Eastbound,02:00:00,26,0,22,2,0,1,0,0,1,0,0,0,0,0,0,0,0,7.7
089-0644,"February 24, 2024",Eastbound,03:00:00,31,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 24, 2024",Eastbound,04:00:00,22,0,16,4,0,1,1,0,0,0,0,0,0,0,0,0,0,9.1
089-0644,"February 24, 2024",Eastbound,05:00:00,26,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
